ID,TAG,NAME,UI_NAME,E_NAME,E_UI_NAME,SYMBOL,COLOR,SLOT,TVAL,SVAL,STR,INT,WIS,DEX,CON,CHA,SRH,STL,MMS,SPD,PVAL,DEPTH,WEIGHT,AP_RATE,COST,CHARGE,MIN_SIZE,MAX_SIZE,BASE_AC,BASE_EV,BASE_VO,BASE_DAMAGE,PLUS_HIT,PLUS_DAM,PLUS_AC,PLUS_EV,PLUS_VO,BOW_MUL,MIN_SIZE,MAX_SIZE,MIN_SIZE_PERMIT,MAX_SIZE_PERMIT,ADD_DEPTH_RARITY,FLAGS,DESCRIPTION,E_DESCRIPTION,COMMENT
67,67,グレート・アックス,,& Great Axe~,,/,s,HAND,POLEARM,25,0,0,0,0,0,0,0,0,0,0,0,40,150,100,500,0,0,0,0,0,,4d4,0,0,0,0,0,0,5,15,-2,2,40/1,SHOW_MODS,巨大な両手持ち用の戦斧だ。オークの首を落とした数を競うドワーフの戦士が愛用している。,"An enormous two-handed battle axe, carried by Dwarven champions, who compete to see who can cleave the most orc heads.",
68,68,バトル・アックス,,& Battle Axe~,,/,s,HAND,POLEARM,22,0,0,0,0,0,0,0,0,0,0,0,15,100,100,334,0,0,0,0,0,,2d8,0,0,0,0,0,0,5,15,-2,2,15/1,SHOW_MODS,幅広の両刃の斧だ。ドワーフによく用いられる。,A double-bladed axe.  Very popular among Dwarves.,
69,69,ロッホアーバー・アックス,,& Lochaber Axe~,,/,D,HAND,POLEARM,28,0,0,0,0,0,0,0,0,0,0,0,45,160,100,750,0,0,0,0,0,,3d8,0,0,0,0,0,0,5,15,-2,2,45/1,SHOW_MODS,,,
70,70,ブロード・アックス,,& Broad Axe~,,/,s,HAND,POLEARM,11,0,0,0,0,0,0,0,0,0,0,0,15,60,100,304,0,0,0,0,0,,2d6,0,0,0,0,0,0,5,15,-2,2,15/1,SHOW_MODS,単純な作りの片刃の戦斧で、対象の胴体や鎧を切断する威力がある。,"A simple, single-bladed war axe capable of chopping though limbs or armour.",
71,71,大鎌,,& Scythe~,,/,s,HAND,POLEARM,17,0,0,0,0,0,0,0,0,0,0,0,45,100,100,800,0,0,0,0,0,,5d3,0,0,0,0,0,0,5,15,-2,2,45/1,SHOW_MODS,長い三日月型の刃が長い柄の先端に突けられている。両手に持って穀物、または生命を苅り取る為に用いられる…。,"The long crescent blade stands out from the handle of this polearm, and it is swung with two hands to harvest grain or blood.",
72,72,切り裂きの大鎌,,& Scythe~ of Slicing,,/,r,HAND,POLEARM,30,0,0,0,0,0,0,0,0,0,0,0,60,200,100,3500,0,0,0,0,0,,8d4,0,0,0,0,0,0,5,15,-2,2,60/4,SHOW_MODS|RIDING,死神の武器である。その長い刃は流血の期待に歓喜の声を上げているかのようだ。,"A reaper's weapon, the long blade almost hums in anticipation of the blood it will spill.","##### Bows, Crossbows, Slings #####"
73,73,ショート・ボウ,,& Short Bow~,,},U,BOW,BOW,12,0,0,0,0,0,0,0,0,0,0,0,3,13,100,50,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,3/1,SHOW_MODS,伝統的に狩人に用いられる武器だ。この軽い弓は簡単に引く事ができる。,"The traditional hunter's weapon, this light bow is easily drawn.",
74,74,ロング・ボウ,,& Long Bow~,,},U,BOW,BOW,13,0,0,0,0,0,0,0,0,0,0,0,30,18,100,400,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/2:40/2,SHOW_MODS,人の身長程の長さの弓だ。厚い鉄製の鎧でも貫通する程の威力を持つ。,"As tall as a man, the longbow can drive an arrow through the heaviest armour.",
75,75,ライト・クロスボウ,,& Light Crossbow~,,},s,BOW,BOW,23,0,0,0,0,0,0,0,0,0,0,0,10,49,100,140,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/1,SHOW_MODS,鋼鉄製の弦をあらかじめ引いておき、機械式の引き金を引くだけで矢を発射する事ができる。ショート・ボウやロング・ボウに比べて扱いが簡単な武器だ。,"A mechanical bow made of wood, it is cocked to augment the strength of its wielder.",
76,76,ヘヴィ・クロスボウ,,& Heavy Crossbow~,,},s,BOW,BOW,24,0,0,0,0,0,0,0,0,0,0,0,30,90,100,500,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/2:40/2,SHOW_MODS,鋼鉄製の弦をあらかじめ引いておき、機械式の引き金を引くだけで矢を発射する事ができる。ショート・ボウやロング・ボウに比べて扱いが簡単な武器だ。ヘヴィ・クロスボウはライト・クロスボウに比べて威力は強いが、弦を引くのに長い時間がかかってしまう。,,# Not all heavy crossbow is the arbalest with a crank!#D:$The arbalest is so powerful it has to be reinforced with metal and #D:$requires a crank to be cocked.
77,77,スリング,,& Sling~,,},u,BOW,BOW,2,0,0,0,0,0,0,0,0,0,0,0,1,2,100,5,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,1/1,SHOW_MODS,長い紐の中間にある革製の石受け部分に石を包み、これを振り回す勢いで石を飛ばす武器だ。原始的な構造だが威力はある。,A loop of leather and cords able to hurl stones or shot with tremendous velocity.,##### Missiles #####
78,78,矢,,& Arrow~,,{,U,AMMO,ARROW,1,0,0,0,0,0,0,0,0,0,0,0,3,0,100,1,0,0,0,0,0,,1d4,0,0,0,0,0,0,5,15,-2,2,3/1:15/1,SHOW_MODS,たくみに羽が付けられた真っ直な標準的な矢だ。,"A standard clothyard arrow, straight and cleanly fletched.",
79,79,追尾の矢,,& Seeker Arrow~,,{,G,AMMO,ARROW,2,0,0,0,0,0,0,0,0,0,0,0,55,0,100,20,0,0,0,0,0,,6d4,0,0,0,0,0,0,5,15,-2,2,55/3,IGNORE_ACID|IGNORE_COLD|IGNORE_FIRE|IGNORE_ELEC,希少な種類の木材から切り出され、鷲の羽を付け、威力を高めるルーンを刻まれた矢だ。,"Carved from a rare wood, this arrow is inscribed with fell runes and fletched with eagle feathers.",
80,80,クロスボウの矢,,& Bolt~,,{,s,AMMO,BOLT,1,0,0,0,0,0,0,0,0,0,0,0,3,1,100,2,0,0,0,0,0,,1d5,0,0,0,0,0,0,5,15,-2,2,3/1:25/1,SHOW_MODS,発射時の強い負荷に耐えるように作られた短く重いクロスボウ用の矢だ。,"A short, heavy arrow shot from a crossbow.",
81,81,追尾クロスボウの矢,,& Seeker Bolt~,,{,B,AMMO,BOLT,2,0,0,0,0,0,0,0,0,0,0,0,65,1,100,25,0,0,0,0,0,,6d5,0,0,0,0,0,0,5,15,-2,2,65/4,IGNORE_ACID|IGNORE_COLD|IGNORE_FIRE|IGNORE_ELEC,威力を高める魔法が掛けられた強力なクロスボウ用の矢だ。,"A mighty quarrel, bound about with battle magics.",
82,82,丸い小石,,& Rounded Pebble~,,{,s,AMMO,SHOT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,0/1,SHOW_MODS,,,
83,83,鉄弾,,& Iron Shot~,,{,s,AMMO,SHOT,1,0,0,0,0,0,0,0,0,0,0,0,3,2,100,2,0,0,0,0,0,,1d3,0,0,0,0,0,0,5,15,-2,2,3/1,SHOW_MODS,,,"#D:$A grapestone-shaped slug of lead, the right heft for hurling from a sling.#D:スリングで投げるのに適した重さの、葡萄の粒のような鉛の塊だ。##### Shovels and Picks #####"
84,84,シャベル,,& Shovel~,,\,s,HAND,DIGGING,1,0,0,0,0,0,0,0,0,0,0,1,1,27,100,10,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,5/16,SHOW_MODS|TUNNEL,小型で頑丈なシャベルだ。,A compact and sturdy spade.,
85,85,ノームのシャベル,,& Gnomish Shovel~,,\,G,HAND,DIGGING,2,0,0,0,0,0,0,0,0,0,0,2,20,27,100,100,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,20/4,SHOW_MODS|TUNNEL,ノームの職人によって作られた鋼鉄製のシャベルだ。,A small spade forged of steel with gnomish craftmanship.,
86,86,ドワーフのシャベル,,& Dwarven Shovel~,,\,B,HAND,DIGGING,3,0,0,0,0,0,0,0,0,0,0,3,40,54,100,200,0,0,0,0,0,,1d3,0,0,0,0,0,0,5,15,-2,2,40/1,SHOW_MODS|TUNNEL,ドワーフの強力な肩にちょうど良い幅広のシャベルだ。採掘力を高めるルーンを帯び、普通の岩ならばどんな物でも掘り進む事ができる。,"A broad shovel, fit for the strong shoulders of a dwarf.  It bears runes of delving and no ordinary rock can resist it.",
87,87,つるはし,,& Pick~,,\,s,HAND,DIGGING,4,0,0,0,0,0,0,0,0,0,0,1,5,67,100,50,0,0,0,0,0,,1d3,0,0,0,0,0,0,5,15,-2,2,10/16,SHOW_MODS|TUNNEL,重い採掘用の道具で、微妙に曲った頭部の両端に切先が付いている。,"A heavy mining tool with a long, slightly curved head that tapers to chisel points on both ends.",
88,88,オークのつるはし,,& Orcish Pick~,,\,g,HAND,DIGGING,5,0,0,0,0,0,0,0,0,0,0,2,30,67,100,300,0,0,0,0,0,,1d3,0,0,0,0,0,0,5,15,-2,2,30/4,SHOW_MODS|TUNNEL,粗雑で醜い作りだが、実用的なつるはしだ。,"A crude, ugly, but effective pickaxe.  Made in enormous quantities for the slave-mines of Durthang.",
89,89,ドワーフのつるはし,,& Dwarven Pick~,,\,b,HAND,DIGGING,6,0,0,0,0,0,0,0,0,0,0,3,50,90,100,600,0,0,0,0,0,,1d4,0,0,0,0,0,0,5,15,-2,2,50/1,SHOW_MODS|TUNNEL,モリアの深部の採掘に使われていたのと同様な、短く頑丈なつるはしだ。,"A short but sturdy pick, like those that delved deep Moria, with runes to break the sinews of mountains.",##### Armor ######JZ#
90,90,エルフのクローク,,& Elven Cloak~,,(,G,OUTER,CLOAK,2,0,0,0,0,0,0,0,0,0,0,1,30,2,100,1500,0,0,0,4,0,,0d0,0,0,4,0,0,0,5,15,-2,2,30/4,STEALTH|SEARCH,不思議な絹のような素材で作られた外套だ。その素材は周りの景色の色と形を映し出し、着用者を隠す効果がある。,A mantle made of curious silken material by the Galadrim that wondrously takes on the hues and shapes of its surroundings.,
91,91,軟革ブーツ,,& Pair~ of Soft Leather Boots,,],U,FEET,BOOTS,2,0,0,0,0,0,0,0,0,0,0,0,3,9,100,7,0,0,0,2,0,,1d1,0,0,0,0,0,0,5,15,-2,2,3/1,,ふくらはぎの高さまでの柔軟な革のブーツだ。踵からふくらはぎまで結び紐が付いている。,"These are calf-high boots of flexible leather, laced from heel to calf.",
92,92,硬革ブーツ,,& Pair~ of Hard Leather Boots,,],U,FEET,BOOTS,3,0,0,0,0,0,0,0,0,0,0,0,5,18,100,12,0,0,0,3,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/1,,長い旅路でも良く保つ丈夫な革製のブーツだ。,A set of sturdy leather boots that will last many weary miles.,
93,93,鉄鋲底の靴,,& Pair~ of Metal Shod Boots,,],s,FEET,BOOTS,6,0,0,0,0,0,0,0,0,0,0,0,20,36,100,50,0,0,0,6,0,,1d1,0,0,0,0,0,0,5,15,-2,2,20/1,,二重の革製ブーツで、踵と爪先が鉄で補強されている。,"A set of double-lined leather boots, with toes and heels reinforced with iron.",
94,94,硬革帽子,,& Hard Leather Cap~,,],u,HEAD,HELM,2,0,0,0,0,0,0,0,0,0,0,0,3,6,100,12,0,0,0,2,0,,0d0,0,0,0,0,0,0,5,15,-2,2,3/1,,煮固めた革製の詰め物入りの帽子だ。,A padded skullcap of boiled leather.,
95,95,金属帽子,,& Metal Cap~,,],s,HEAD,HELM,3,0,0,0,0,0,0,0,0,0,0,0,10,9,100,30,0,0,0,3,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/1,,頭部を保護する鋼鉄の帽子だ。,A pot-helm of steel that protects the skull.,
96,96,鉄ヘルメット,,& Iron Helm~,,],s,HEAD,HELM,5,0,0,0,0,0,0,0,0,0,0,0,20,33,100,75,0,0,0,5,0,,1d3,0,0,0,0,0,0,5,15,-2,2,20/1,,頭部を完全に覆う鉄製のヘルメットだ。,"A mighty helmet of heavy iron, completely enclosing the head.",
97,97,鋼鉄ヘルメット,,& Steel Helm~,,],W,HEAD,HELM,6,0,0,0,0,0,0,0,0,0,0,0,40,27,100,200,0,0,0,6,0,,1d3,0,0,0,0,0,0,5,15,-2,2,40/1,,鋼鉄板と鎖かたびらを組み合わせて、頭部から肩までを完全に覆う防具だ。,This great helm covers the head and shoulders with plates of steel and a curtain of mail.,
98,98,鉄冠,,& Iron Crown~,,],s,HEAD,CROWN,10,0,0,0,0,0,0,0,0,0,0,0,40,9,100,500,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,40/1,,鉄の環に鉄の突起で飾りが付けられた冠だ。君主の印である。,"A plain band of iron, crowned with iron spikes.  It is a tyrant's symbol.",
99,99,金の冠,,& Golden Crown~,,],y,HEAD,CROWN,11,0,0,0,0,0,0,0,0,0,0,0,45,13,100,1000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,45/1,IGNORE_ACID,幾つもの細い突起が上向きに付いた優雅な金の頭飾り。王の額に相応しい物に見える。,"An elegant golden circlet, with slender spines thrusting upward. It looks like it should be resting over the brow of a king.",
100,100,宝冠,,& Jewel Encrusted Crown~,,],v,HEAD,CROWN,12,0,0,0,0,0,0,0,0,0,0,0,50,18,100,2000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/1,IGNORE_ACID,精巧に飾り付けられた重厚な金の冠に様々な宝石が虹色にちりばめられている。,"An elaboratedly decorated crown of massive gold, studded with a rainbow of gems and jewels; worthy of an emperor.",
101,101,ローブ,,& Robe~,,(,b,BODY,SOFT_ARMOR,2,0,0,0,0,0,0,0,0,0,0,0,1,9,100,4,0,0,0,2,0,,0d0,0,0,0,0,0,0,5,15,-2,2,1/1:50/1,,首から踵までを覆う、ビロードまたは綿製の実用的な衣服だ。,"A practical garment of thick wool or velvet, draping from neck to heels.",
102,102,汚れたボロ服,,& Filthy Rag~,,(,D,BODY,SOFT_ARMOR,1,0,0,0,0,0,0,0,0,0,0,0,0,9,100,1,0,0,0,1,0,,0d0,0,0,-1,0,0,0,5,15,-2,2,0/1,,このぼろきれは元々はローブだった物のようだが、あまりにも継ぎはぎだらけでよく判別できない。,"This tattered rag appears to once have been a robe, but has been patched and re-patched so many times that you can't be sure.",
103,103,軟革よろい,,Soft Leather Armour~,,(,U,BODY,SOFT_ARMOR,4,0,0,0,0,0,0,0,0,0,0,0,3,36,100,18,0,0,0,4,0,,0d0,0,0,0,0,0,0,5,15,-2,2,3/1,,しなやかな革の胴当てに薄い革ジャケットが付いた鎧だ。,A cuirass of pliable leather with a thicker leather jack.,
104,104,鋲付軟革よろい,,Soft Studded Leather~,,(,U,BODY,SOFT_ARMOR,5,0,0,0,0,0,0,0,0,0,0,0,3,40,100,35,0,0,0,5,0,,1d1,0,0,0,0,0,0,5,15,-2,2,3/1,,多数の金属製の鋲で補強されたしなやかな革の胴当てだ。,A cuirass of pliable leather studded with metal rivets.,
105,105,硬革よろい,,Hard Leather Armour~,,(,U,BODY,SOFT_ARMOR,6,0,0,0,0,0,0,0,0,0,0,0,5,45,100,150,0,0,0,6,-1,,1d1,0,0,0,0,0,0,5,15,-2,2,5/1,,煮固めた革製の胴当てと肩当てが付いた鎧だ。,A boiled leather cuirass and shoulder plates.,
106,106,鋲付硬革よろい,,Hard Studded Leather~,,(,U,BODY,SOFT_ARMOR,7,0,0,0,0,0,0,0,0,0,0,0,10,49,100,200,0,0,0,7,-1,,1d2,0,0,0,0,0,0,5,15,-2,2,10/1,,多数の金属製の鋲で補強した革製のシャツに煮固めた革製の胴当てと肩当てが付いた鎧だ。,A strong leather breastplate and shoulder guards over a sleeved shirt of cured leather covered with iron studs.,
107,107,革製スケイル・メイル,,Leather Scale Mail~,,(,U,BODY,SOFT_ARMOR,11,0,0,0,0,0,0,0,0,0,0,0,15,63,100,450,0,0,0,11,-1,,1d1,0,0,0,0,0,0,5,15,-2,2,15/1,,革製のシャツに煮固めた革製の鱗のような形の部品を多数縫い付けてある鎧だ。,"A tunic and skirt sewn with thick, overlapping scales of hardened leather.",
108,108,金属製スケイル・メイル,,Metal Scale Mail~,,[,s,BODY,HARD_ARMOR,3,0,0,0,0,0,0,0,0,0,0,0,25,112,100,550,0,0,0,13,-2,,1d4,0,0,0,0,0,0,5,15,-2,2,25/1,,革製の袖付きシャツに鋼鉄製の鱗のような形の部品を多数縫い付けてある鎧だ。,"A heavy shirt of overlapping steel scales backed by leather, with matching skirt and sleeves.",
109,109,鎖かたびら,,Chain Mail~,,[,s,BODY,HARD_ARMOR,4,0,0,0,0,0,0,0,0,0,0,0,25,99,100,750,0,0,0,14,-2,,1d4,0,0,0,0,0,0,5,15,-2,2,25/1,,鋼鉄の輪が噛み合った袖付きの鎖かたびらで、革が当てられている。鎖かたびらを作るには熟練を要するが、高い防御力を持ち比較的に軽量に仕上がる。,"A sleeved hauberk of interlocking steel rings, well padded with leather.  Chain mail takes skill to make, but offers good protection and relatively low weight.",
110,110,錆びた鎖かたびら,,Rusty Chain Mail~,,[,r,BODY,HARD_ARMOR,1,0,0,0,0,0,0,0,0,0,0,0,25,90,100,550,0,0,0,14,-5,,1d4,0,0,-8,0,0,0,5,15,-2,2,25/1,,この鎧の各部の継ぎ目は錆で脆くなっており、朽ちた鎖の輪は固まってしまい弱まっている。,"Each link of this suit is brittle with rust, and the corroded rings are stiff and weakened.","# ""hauberk""は元の意味は(袖無しの)胴鎧を指す言葉。 よく鎖かたびらで作ら# れたので後に転じてhauberkと言えば鎖かたびらの胴鎧、さらには鎖かたび# ら全般をも指すようになったが、ここでは「鎖かたびらの胴鎧」の意味で使# われていると思われる。 Mogami"
111,111,重鎖かたびら,,Augmented Chain Mail~,,[,s,BODY,HARD_ARMOR,6,0,0,0,0,0,0,0,0,0,0,0,30,121,100,900,0,0,0,16,-2,,1d4,0,0,0,0,0,0,5,15,-2,2,30/1,,噛み合った鋼鉄の輪でできた鎖かたびらの胴鎧と脛当てと袖であり、2枚目の鎖の層で重要な部分を戦略的に補強しており、至る所に重い詰め物の層がある。,"A hauberk, leggings, and sleeves of interlocking steel rings, strategically reinforced at vital locations with a second layer of chain, all over a layer of heavy padding.",
112,112,強化鎖かたびら,,Bar Chain Mail~,,[,s,BODY,HARD_ARMOR,8,0,0,0,0,0,0,0,0,0,0,0,35,126,100,1020,0,0,0,18,-2,,1d4,0,0,0,0,0,0,5,15,-2,2,35/1,,,,
113,113,金属製ブリガンダイン・アーマー,,Metal Brigandine Armour~,,[,s,BODY,HARD_ARMOR,9,0,0,0,0,0,0,0,0,0,0,0,35,130,100,1100,0,0,0,19,-3,,1d4,0,0,0,0,0,0,5,15,-2,2,35/1,,,,
114,114,パーシャル・プレート・メイル,,Partial Plate Armour~,,[,W,BODY,HARD_ARMOR,12,0,0,0,0,0,0,0,0,0,0,0,45,117,100,1200,0,0,0,22,-3,,1d6,0,0,0,0,0,0,5,15,-2,2,45/1,,鋼鉄製の胴鎧であり、スカートの上部には腕鎧があり、鎖の脛当てを持つ。,A steel corselet and vambraces over a skirt and leggings of chain.,
115,115,金属製ラメラー・アーマー,,Metal Lamellar Armour~,,[,W,BODY,HARD_ARMOR,13,0,0,0,0,0,0,0,0,0,0,0,45,153,100,1150,0,0,0,23,-3,,1d6,0,0,0,0,0,0,5,15,-2,2,45/1,,,,
116,116,フル・プレート・メイル,,Full Plate Armour~,,[,W,BODY,HARD_ARMOR,15,0,0,0,0,0,0,0,0,0,0,0,45,171,100,1350,0,0,0,25,-3,,2d4,0,0,0,0,0,0,5,15,-2,2,45/1,,念入りに体に合わせた鉄板製の全身鎧であり、ちょうつがいで繋がった部分の裏は鎖で守られ、鎧の裏には軽い詰め物がある。,"A full suit of carefully fitted plates, with hinged joints backed by chain, and light padding underneath.",
117,117,強化プレート・アーマー,,Ribbed Plate Armour~,,[,W,BODY,HARD_ARMOR,18,0,0,0,0,0,0,0,0,0,0,0,50,171,100,1500,0,0,0,28,-3,,2d4,0,0,0,0,0,0,5,15,-2,2,50/1,,,,
118,118,アダマンタイト製プレート・メイル,,Adamantite Plate Mail~,,[,G,BODY,HARD_ARMOR,30,0,0,0,0,0,0,0,0,0,0,0,75,189,100,20000,0,0,0,40,-4,,2d4,0,0,0,0,0,0,5,15,-2,2,75/8,IGNORE_ACID,ダイアモンドのように硬いアダマンタイトでできた精巧で美しい鎧であり、これほどの防御をもたらす鎧は中つ国には他に存在しない。,"Adamantite, hard as diamonds, forms this exquisite suit; nothing else in Middle Earth gives as much protection.",
119,119,ミスリル製プレート・メイル,,Mithril Plate Mail~,,[,B,BODY,HARD_ARMOR,25,0,0,0,0,0,0,0,0,0,0,0,60,135,100,15000,0,0,0,35,-3,,2d4,0,0,0,0,0,0,5,15,-2,2,60/4,IGNORE_ACID,遥かなる昔に伝説のドワーフの鍛冶師に鍛えられた、輝くまことの銀の鎧だ。凝視すると純白にきらめく。,"A shimmering suit of true-silver, forged long ago by dwarven smiths of legend.  It gleams with purest white as you gaze upon it.",
120,120,ミスリル製鎖かたびら,,Mithril Chain Mail~,,[,B,BODY,HARD_ARMOR,20,0,0,0,0,0,0,0,0,0,0,0,55,67,100,7000,0,0,0,28,-1,,1d4,0,0,0,0,0,0,5,15,-2,2,55/4,IGNORE_ACID,本当に希少で驚くべきまことの銀製の鎖かたびらであり、他の鎧に比べてもその軽さにしてより高い防御を与える。,"Rare and wondrous is chain mail made of true-silver, for it offers more protection for the weight than any other armour.",
121,121,二重鎖かたびら,,Double Chain Mail~,,[,s,BODY,HARD_ARMOR,7,0,0,0,0,0,0,0,0,0,0,0,30,112,100,1000,0,0,0,16,-2,,1d4,0,0,0,0,0,0,5,15,-2,2,30/1,,,,# This shield does not belong here
122,122,ミラー・シールド,,& Mirror Shield~,,[,B,HAND,SHIELD,10,0,0,0,0,0,0,0,0,0,0,0,70,45,100,10000,0,0,0,10,0,,1d1,0,0,10,0,0,0,5,15,-2,2,70/8,IGNORE_ACID|REFLECTING,,,"#D:$A shield of purest white, made of mithril, engraved with runes to keep #D:$all hurt and harm from you.#D:傷と危険から守られるようにルーン文字が刻まれたミスリル製の純白の盾だ。### The Cloaks ###"
123,123,クローク,,& Cloak~,,(,g,OUTER,CLOAK,1,0,0,0,0,0,0,0,0,0,0,0,1,4,100,3,0,0,0,1,0,,0d0,0,0,0,0,0,0,5,15,-2,2,1/1:20/1,,冒険者用の丈夫な外套だ。,A traveller's sturdy outer garment.,
124,124,影のクローク,,& Shadow Cloak~,,(,D,OUTER,CLOAK,6,0,0,0,0,0,0,0,0,0,0,0,60,2,100,7500,0,0,0,6,0,,0d0,0,0,4,0,0,0,5,15,-2,2,75/5,RES_DARK|RES_LITE,着用者を影の層で包み込む闇夜の色のクロークだ。,A midnight-hued cloak that wreathes the wearer in folds of shadow.,### The Gloves ###
125,125,革グローブ,,& Set~ of Leather Gloves,,],U,ARMS,GLOVES,1,0,0,0,0,0,0,0,0,0,0,0,1,2,100,3,0,0,0,1,0,,0d0,0,0,0,0,0,0,5,15,-2,2,1/1,,革製の手甲で、手のひらは武器を握るために開いている。,"Leather hand protection, with an open palm for gripping weapons.",
126,126,ガントレット,,& Set~ of Gauntlets,,],U,ARMS,GLOVES,2,0,0,0,0,0,0,0,0,0,0,0,10,11,100,35,0,0,0,2,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/1,,手と手首を鋼鉄板で完全に覆うグローブだ。,A set of gloves that completely covers the hand and wrist in steel plating.,
