"ID","NAME","E_NAME","SYM","COL","RACE1","RACE2","SEX","CLASS","PATRON","CHARA","RELM1","RELM2","LEV","RARE","Z","EXP","N_EXP","N_MIN","AGE","SC","FATHER","MOTHER","DV","SP","VIS","AC","ALERT","STR","INT","WIS","DEX","CON","CHA","M_HB","M_HM","M_WB","M_WM","F_HB","F_HM","F_WB","F_WM","BATTLE","UNDERLING","ARTIFACT","FLAG","ACTION","AUTHORITY","DESCRIPTION","E_DESCRIPTION","COMMENT",,,,,
46,"見習メイジ","Novice mage","p","R","HUMAN","HUMAN","0x01","MAGE","NONE","NONE",0,0,2,1,0,9,100,240,0,0,"NONE","NONE",-1,110,20,0,5,10,10,10,10,10,10,165,20,60,3,165,20,60,3,"HIT:HURT:1d8",,,"HAS_LITE_1|FORCE_SLEEP|WILD_ALL|DROP_SKELETON|DROP_CORPSE|DROP_60|EAT_GIVE_INT|EAT_LOSE_STR|EAT_LOSE_CON|OPEN_DOOR|BASH_DOOR|","1_IN_12|BLINK|BLIND|CONF|MISSILE",,"彼はさっと呪文を唱えるだけ唱えては逃げようとする。","He is leaving behind a trail of dropped spell components.
","J0#",,,,,
47,"黄おばけキノコ","Yellow mushroom patch",",","y","FUNGUS","FUNGUS","0x01","NONE","NONE","NONE",0,0,2,1,0,3,10,72,0,0,"NONE","NONE",-1,110,2,1,0,10,10,10,10,10,10,100,30,100,3,100,30,100,3,"SPORE:TERRIFY:2d5",,,"NEVER_MOVE|WILD_SWAMP|STUPID|EMPTY_MIND|IM_POIS|NO_CONF|NO_SLEEP|NO_FEAR|VARIABLE_SIZE_EGO",,,"うーん！それはとてもおいしそうに見える。","Yum!  It looks quite tasty.
！","J0#",,,,,
48,"ホワイト・ゼリー","White jelly","j","w","JELLY","JELLY","0x01","NONE","NONE","NONE",0,0,2,1,0,12,6,66,0,0,"NONE","NONE",-1,120,2,1,99,10,10,10,10,10,10,100,30,100,3,100,30,100,3,"TOUCH:DR_MANA:1d3",,,"NEVER_MOVE|CAN_SWIM|STUPID|WEIRD_MIND|IM_POIS|HURT_LITE|NO_CONF|NO_SLEEP|NO_FEAR|VARIABLE_SIZE_EGO",,,"それは白い肉のような物質の塊だ。","Its a large pile of white flesh.
","J0#",,,,,
49,"巨大黒アリ","Giant black ant","a","D","ANT","ANT","0x01","NONE","NONE","NONE",0,0,2,1,0,78,40,168,0,1,"NONE","NONE",-1,110,8,20,80,10,10,10,10,10,10,103,13,31,10,103,13,31,10,"BITE:HURT:1d8",,,"RAND_25|WEIRD_MIND|DROP_CORPSE|EAT_ACIDIC|BASH_DOOR|WILD_WOOD|WILD_GRASS",,,"それは大きさが 1 メートル近くもある。","It is about three feet long.
 1 ","J0#",,,,,
50,"サラマンダー","Salamander","R","o","REPTILIA","REPTILIA","0x01","NONE","NONE","NONE",0,0,2,1,0,12,50,143,0,0,"NONE","NONE",-1,110,8,20,80,10,10,10,10,10,10,87,0,31,0,0,0,0,0,"BITE:FIRE:1d7",,,"RAND_25|CAN_SWIM|WILD_VOLCANO|DROP_CORPSE|IM_FIRE|EAT_FIRE_RES",,,"黒とオレンジ色のまだら模様をした小さなトカゲだ。","A small black and orange lizard.
","J0#",,,,,
51,"ホワイト・ハーピー","White harpy","H","w","WAREFOLK","WAREFOLK","0x01","NONE","NONE","NONE",0,0,2,1,0,7,30,157,0,0,"NONE","NONE",-1,110,16,17,10,10,10,10,10,10,10,170,0,50,0,170,0,50,0,"CLAW:HURT:1d2
CLAW:HURT:1d2
BITE:HURT:1d3",,,"CAN_FLY|WILD_MOUNTAIN|RAND_50|DROP_CORPSE",,,"女性の顔をした鳥で、辺りを飛び回って金切り声を上げている。","A flying, screeching bird with a woman's face.
","J0#",,,,,
52,"ブルー・イーク","Blue yeek","y","b","YEEK","YEEK","0x01","NONE","NONE","NONE",0,0,2,1,0,6,30,141,0,0,"NONE","NONE",-1,110,18,14,10,9,9,8,8,9,8,160,8,45,1,140,8,25,1,"HIT:HURT:2d4",,,"DROP_60|HAS_LITE_1|OPEN_DOOR|BASH_DOOR|DROP_CORPSE|IM_ACID",,,"人間に近い姿をした小さな生物だ。","A small humanoid figure.
","J0#",,,,,
53,"農夫マゴットの飼犬『くいつき』","Grip, Farmer Maggot's dog","C","w","CANINE","CANINE","0x02","NONE","NONE",1,0,0,2,2,0,40,0,0,0,0,"NONE","NONE",-1,120,30,30,0,10,10,10,10,10,10,50,0,13,0,50,0,13,0,"BITE:HURT:2d4",,,"UNIQUE|CAN_SPEAK|FORCE_MAXHP|RAND_25|DROP_CORPSE|BASH_DOOR|NO_CONF|NO_SLEEP|NO_FEAR",,,"農夫マゴットが飼っている少々凶暴な犬だ。それはあなたがキノコを盗んだと
思っている。","A rather vicious dog belonging to Farmer Maggot.  It thinks you are 
stealing mushrooms.

","J0#",,,,,
54,"農夫マゴットの飼犬『おおかみ』","Wolf, Farmer Maggot's dog","C","w","CANINE","CANINE","0x02","NONE","NONE",4,0,0,2,2,0,40,0,0,0,0,"NONE","NONE",-1,120,30,30,0,10,10,10,10,10,10,50,0,13,0,50,0,13,0,"BITE:HURT:2d4",,,"UNIQUE|CAN_SPEAK|FORCE_MAXHP|RAND_25|DROP_CORPSE|BASH_DOOR|NO_CONF|NO_SLEEP|NO_FEAR",,,"農夫マゴットが飼っている少々凶暴な犬だ。それはあなたがキノコを盗んだと
思っている。","A rather vicious dog belonging to Farmer Maggot.  It thinks you are 
stealing mushrooms.

","JZ#",,,,,
55,"農夫マゴットの飼犬『きば』","Fang, Farmer Maggot's dog","C","w","CANINE","CANINE","0x02","NONE","NONE",5,0,0,2,2,0,40,0,0,0,0,"NONE","NONE",-1,120,30,30,0,10,10,10,10,10,10,50,0,13,0,50,0,13,0,"BITE:HURT:2d4",,,"UNIQUE|CAN_SPEAK|FORCE_MAXHP|RAND_25|DROP_CORPSE|BASH_DOOR|NO_CONF|NO_SLEEP|NO_FEAR",,,"農夫マゴットが飼っている少々凶暴な犬だ。それはあなたがキノコを盗んだと
思っている。","A rather vicious dog belonging to Farmer Maggot.  It thinks you are 
stealing mushrooms.

","J0#",,,,,
56,"巨大アマガエル","Giant green frog","R","g","REPTILIA","REPTILIA","0x01","NONE","NONE","NONE",0,0,2,1,0,8,30,121,0,0,"NONE","NONE",-1,110,12,8,30,10,10,10,10,10,10,90,10,50,5,90,10,50,5,"BITE:HURT:1d7",,,"RAND_25|WILD_ONLY|WILD_SHORE|WILD_SWAMP|DROP_CORPSE|BASH_DOOR|EAT_POISONOUS",,,"それは狼と同じくらいの大きさがある。","It is as big as a wolf.
","J0#",,,,,
57,"好まざる猫『フリージア』","Freesia","f","u","FELINE","FELINE","0x01","NONE","NONE",4,0,0,2,1,0,45,0,0,0,0,"NONE","NONE",-1,120,30,30,0,10,10,10,10,10,10,40,0,7,0,40,0,7,0,"CLAW:HURT:2d2
CLAW:HURT:2d3",,,"UNIQUE|FORCE_MAXHP|DROP_SKELETON|BASH_DOOR|NO_CONF|NO_SLEEP",,,"それは狩りを楽しむ縞のある家猫だ。","A striped housecat who enjoys hunting. 
","JZ#
JZ#(コメント)訳は 紫月閑丸さん",,,,,
58,"緑イモムシの大群","Green worm mass","w","g","WORM","WORM","0x01","NONE","NONE","NONE",0,0,2,1,0,5,8,78,0,0,"NONE","NONE",-1,100,7,3,10,10,10,10,10,10,10,1,0,1,0,1,0,1,0,"CRAWL:ACID:1d6",,,"RAND_50|RAND_25|STUPID|WEIRD_MIND|MULTIPLY|IM_ACID|CAN_SWIM|HURT_LITE|NO_FEAR",,,"それはベトベトしたイモムシの大群だ。","It is a large slimy mass of worms.
","J0#",,,,,
59,"大黄色ヘビ","Large yellow snake","J","y","SNAKE","SNAKE","0x01","NONE","NONE","NONE",0,0,2,1,0,11,15,90,0,0,"NONE","NONE",-1,100,5,38,75,10,10,10,10,10,10,290,10,50,5,290,10,50,5,"BITE:HURT:1d7
CRUSH:HURT:2d5",,,"RAND_25|CAN_SWIM|WILD_ALL|DROP_SKELETON|DROP_CORPSE|BASH_DOOR",,,"それは長さが 3 メートル近くもある。","It is about ten feet long.
 3 ","J0#",,,,,
60,"洞窟蜘蛛","Cave spider","S","D","SPIDER","SPIDER","0x01","NONE","NONE","NONE",0,0,2,1,0,9,30,127,0,0,"NONE","NONE",-1,120,8,16,80,10,10,10,10,10,10,160,20,43,10,160,20,43,10,"BITE:HURT:1d5",,,"FRIENDS|WEIRD_MIND|BASH_DOOR|DROP_SKELETON|DROP_CORPSE|HURT_LITE",,,"それは黒い蜘蛛で発作的に突如動き出す。","It is a black spider that moves in fits and starts.
","J0#",,,,,
61,"カラス","Crow","B","s","BIRD","BIRD","0x01","NONE","NONE","NONE",0,0,2,2,0,27,10,68,0,0,"NONE","NONE",-1,120,40,12,0,10,10,10,10,10,10,40,4,5,3,40,4,5,3,"BITE:HURT:1d6
BITE:HURT:1d6",,,"WILD_ONLY|CAN_FLY|DROP_CORPSE|FORCE_MAXHP|WILD_GRASS|WILD_WOOD",,,"それは黒い羽と頭を除けば灰色の、群れているカラスだ。","It is a hooded crow, gray except for the black wings and head.
","JZ#
JZ#(コメント)訳は 紫月閑丸さん",,,,,
62,"山猫","Wild cat","f","U","FELINE","FELINE","0x01","NONE","NONE","NONE",0,0,2,2,0,10,80,198,0,0,"NONE","NONE",-1,120,40,12,0,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"CLAW:HURT:1d6
CLAW:HURT:1d6",,,"BASH_DOOR|WILD_ALL|DROP_SKELETON|DROP_CORPSE",,,"通常のネコより体が大きくて大きな声で鳴く。
その柔らかく美しい足には鋭い爪が隠されている。","A larger than normal feline, hissing loudly.  Its velvet paws conceal a
 fistful of needles.

","J0#
J0# (コメント)
J0# 名前の訳は都々目さんによる
J0#",,,,,
63,"指輪の放浪者『スメアゴル』","Smeagol, the wanderer of the ring","h","u","HOBBIT","HOBBIT","0x02","WARRIOR","NONE",5,0,0,52,2,0,16000,0,0,0,0,"NONE","NONE",2,130,20,12,5,24,24,24,24,24,24,128,0,30,0,128,0,30,0,"HIT:HURT:10d10
HIT:HURT:8d6
HIT:HURT:8d6
HIT:HURT:8d6",,,"UNIQUE|CAN_SWIM|DROP_SKELETON|DROP_CORPSE|FORCE_MAXHP|CAN_SPEAK|SMART|RAND_25|WILD_ALL|EAT_LOSE_STR|EAT_LOSE_INT|ONLY_ITEM|DROP_1D2|DROP_4D2|DROP_GOOD|TAKE_ITEM|OPEN_DOOR|BASH_DOOR|INVISIBLE|FRIENDLY|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP","1_IN_3|HEAL|BLIND|CONF|CAUSE_4|BRAIN_SMASH|FORGET|S_MONSTERS|BA_NETH",,,"





","J0#",,,,,
64,"グリーン・ウーズ","Green ooze","j","g","JELLY","JELLY","0x01","NONE","NONE","NONE",0,0,3,2,0,5,15,99,0,0,"NONE","NONE",-1,120,8,16,80,10,10,10,10,10,10,100,30,100,3,100,30,100,3,"CRAWL:ACID:1d7",,,"RAND_50|RAND_25|DROP_90|STUPID|EMPTY_MIND|IM_ACID|IM_POIS|CAN_SWIM|NO_CONF|NO_SLEEP|NO_FEAR|VARIABLE_SIZE_EGO",,,"それは緑色をしたシミのような生物だ。","It's green and it's oozing.
","J0#",,,,,
65,"ポルターガイスト","Poltergeist","G","s","WRAITH","WRAITH","0x01","NONE","NONE","NONE",0,0,3,1,0,9,10,133,0,0,"NONE","NONE",-1,130,8,15,10,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"TOUCH:TERRIFY",,,"RAND_50|RAND_25|CAN_FLY|DROP_60|DROP_90|INVISIBLE|COLD_BLOOD|PASS_WALL|TAKE_ITEM|IM_COLD|IM_POIS|RES_NETH|HURT_LITE|NO_CONF|NO_SLEEP","1_IN_15|BLINK",,"それは恐ろしげな幽霊のような姿をしている。","It is a ghastly, ghostly form.
","J0#",,,,,
66,"イエロー・ゼリー","Yellow jelly","j","y","JELLY","JELLY","0x01","NONE","NONE","NONE",0,0,3,1,0,13,20,73,0,0,"NONE","NONE",-1,120,2,1,99,10,10,10,10,10,10,100,30,100,3,100,30,100,3,"TOUCH:POISON:1d7",,,"NEVER_MOVE|CAN_SWIM|STUPID|EMPTY_MIND|IM_POIS|HURT_LITE|NO_CONF|NO_SLEEP|NO_FEAR|VARIABLE_SIZE_EGO","1_IN_15|DRAIN_MANA",,"それは黄色い肉のような物質の塊だ。","It's a large pile of yellow flesh.
","J0#",,,,,
67,"銀青ムカデ","Metallic blue centipede","c","B","ICKY","ICKY","0x01","NONE","NONE","NONE",0,0,3,1,0,8,15,77,0,0,"NONE","NONE",-1,120,6,6,15,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"CRAWL:HURT:1d4",,,"RAND_50|DROP_SKELETON|WEIRD_MIND|BASH_DOOR|WILD_ALL",,,"それは長さが 1.5 メートル近くもある肉食生物だ。","It is about four feet long and carnivorous.
 1.5 ","J0#",,,,,
68,"ワタリガラス","Raven","B","D","BIRD","BIRD","0x01","NONE","NONE","NONE",0,0,3,2,0,56,100,151,0,0,"NONE","NONE",-1,120,40,12,0,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"BITE:HURT:1d7
BITE:HURT:1d7",,,"WILD_ONLY|CAN_FLY|DROP_CORPSE|FORCE_MAXHP|WILD_GRASS|WILD_WOOD",,,"それは真っ黒で、カラスよりも大きい。","Larger than a crow, pitch black.
","JZ#
JZ#(コメント)訳は 紫月閑丸さん",,,,,
69,"巨大白シラミ","Giant white louse","I","w","INSECT","INSECT","0x01","NONE","NONE","NONE",0,0,3,1,0,1,0,0,0,0,"NONE","NONE",-1,120,6,5,10,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"BITE:HURT:1d3",,,"RAND_50|RAND_25|CAN_FLY|MULTIPLY|WEIRD_MIND",,,"それは 30 センチもの大きさがある。","It is six inches long.
 30 ","J0#",,,,,
70,"ピラニア","Piranha","l","B","AQUARIC_MONSTER","AQUARIC_MONSTER","0x01","NONE","NONE","NONE",0,0,3,1,0,4,40,187,0,0,"NONE","NONE",-1,120,20,8,5,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"BITE:HURT:13d1",,,"FRIENDS|AQUATIC|WILD_ALL|RES_WATE",,,"この血に飢えた魚はあなたの血の匂いを遠くからかぎ分ける。","Bloodthirsty fish who can smell your blood from a great distance.
","JZ#",,,,,
71,"ブラック・ナーガ","Black naga","n","D","NAGA","NAGA","0x01","NONE","NONE","NONE",0,0,3,1,0,22,40,94,0,0,"NONE","NONE",-1,110,16,40,120,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"CRUSH:HURT:2d6",,,"RAND_25|DROP_60|DROP_CORPSE|BASH_DOOR|CAN_SWIM|EAT_POISONOUS|EAT_GIVE_DEX|EAT_ACIDIC",,,"女性の上半身を持った大きな黒いヘビだ。","A large black serpent's body with a female torso.
","J0#",,,,,
72,"斑点おばけキノコ","Spotted mushroom patch",",","o","FUNGUS","FUNGUS","0x01","NONE","NONE","NONE",0,0,3,1,0,4,20,108,0,0,"NONE","NONE",-1,110,2,1,0,10,10,10,10,10,10,100,30,100,3,100,30,100,3,"SPORE:POISON:2d8",,,"NEVER_MOVE|WILD_SWAMP|STUPID|EMPTY_MIND|IM_POIS|NO_CONF|NO_SLEEP|NO_FEAR|VARIABLE_SIZE_EGO",,,"うーん！それはとてもおいしそうに見える。","Yum!  It looks quite tasty.
！","J0#",,,,,
73,"シルバー・ゼリー","Silver jelly","j","W","JELLY","JELLY","0x01","NONE","NONE","NONE",0,0,3,2,0,14,25,84,0,0,"NONE","NONE",-1,120,2,1,99,10,10,10,10,10,10,100,30,100,3,100,30,100,3,"TOUCH:EAT_LITE:1d6
TOUCH:EAT_LITE:1d6",,,"NEVER_MOVE|CAN_SWIM|HAS_DARK_1|STUPID|EMPTY_MIND|IM_POIS|NO_CONF|NO_SLEEP|NO_FEAR|VARIABLE_SIZE_EGO","1_IN_15|DRAIN_MANA",,"それは銀色の肉のような物質の塊で、付近の光を全て吸い取る。","It is a large pile of silver flesh that sucks all light from its 
surroundings.
","J0#",,,,,
74,"貧弱ホビット","Scruffy looking hobbit","h","s","HOBBIT","HOBBIT","0x01","NONE","NONE","NONE",0,0,3,1,0,5,5000,539,0,0,"NONE","NONE",-1,110,16,8,10,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"HIT:HURT:1d7
TOUCH:EAT_GOLD",,,"HAS_LITE_1|DROP_60|TAKE_ITEM|OPEN_DOOR|BASH_DOOR|DROP_SKELETON|DROP_CORPSE",,,"汚い服に身を包んだ背の低いホビットだ。きっと安い居酒屋を探し回って
いるのだろう。","A short little guy, in bedraggled clothes.  He appears to be looking 
for a good tavern.

","J0#",,,,,
75,"巨大シロアリ","Giant white ant","a","w","ANT","ANT","0x01","NONE","NONE","NONE",0,0,3,1,0,356,40,168,0,1,"NONE","NONE",-1,110,8,16,80,10,10,10,10,10,10,114,13,35,10,114,13,35,10,"BITE:HURT:1d7",,,"WEIRD_MIND|BASH_DOOR|WILD_GRASS|DROP_CORPSE",,,"それは大きさが 60 センチ近くあり、さらに鋭いアゴも持っている。","It is about two feet long and has sharp pincers.
 60 ","J0#",,,,,
76,"イエロー・モルド","Yellow mold","m","y","MOLD","MOLD","0x01","NONE","NONE","NONE",0,0,3,1,0,11,50,113,0,0,"NONE","NONE",-1,110,2,10,99,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"SPORE:HURT:1d8",,,"NEVER_MOVE|STUPID|EMPTY_MIND|IM_POIS|NO_CONF|NO_SLEEP|NO_FEAR",,,"それはダンジョンの床に生えている奇妙なカビだ。","It is a strange growth on the dungeon floor.
","J0#",,,,,
77,"銀赤ムカデ","Metallic red centipede","c","R","ICKY","ICKY","0x01","NONE","NONE","NONE",0,0,3,1,0,14,150,276,0,0,"NONE","NONE",-1,120,8,9,20,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"CRAWL:HURT:1d4",,,"RAND_25|WEIRD_MIND|BASH_DOOR|WILD_ALL|DROP_SKELETON",,,"それは長さが 1.5 メートル近くもある肉食生物だ。","It is about four feet long and carnivorous.
 1.5 ","J0#",,,,,
78,"黄イモムシの大群","Yellow worm mass","w","y","WORM","WORM","0x01","NONE","NONE","NONE",0,0,3,2,0,5,10,89,0,0,"NONE","NONE",-1,100,7,4,10,10,10,10,10,10,10,1,0,1,0,1,0,1,0,"CRAWL:LOSE_DEX:1d5",,,"RAND_50|RAND_25|CAN_SWIM|STUPID|WEIRD_MIND|MULTIPLY|EAT_LOSE_DEX|HURT_LITE|NO_FEAR",,,"それはベトベトしたイモムシの大群だ。","It is a large slimy mass of worms.
","J0#",,,,,
79,"透明イモムシの大群","Clear worm mass","w","B","WORM","WORM","0x01","NONE","NONE","NONE",0,0,3,2,0,5,0,0,0,0,"NONE","NONE",-1,100,7,1,10,10,10,10,10,10,10,1,0,1,0,1,0,1,0,"CRAWL:POISON:1d4",,,"ATTR_CLEAR|CAN_SWIM|RAND_50|RAND_25|STUPID|WEIRD_MIND|INVISIBLE|MULTIPLY|EAT_CONF|EAT_POISONOUS|IM_POIS|HURT_LITE|NO_FEAR",,,"それは毒を持った汚らわしいイモムシの大群だ。","It is a disgusting mass of poisonous worms.
","J0#",,,,,
80,"発光アイ","Radiation eye","e","R","FLOATING_EYE","FLOATING_EYE","0x01","NONE","NONE","NONE",0,0,3,1,0,7,0,0,0,0,"NONE","NONE",-1,110,2,6,10,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"GAZE:LOSE_STR:1d10",,,"NEVER_MOVE|CAN_FLY|DROP_CORPSE|SELF_LITE_1|HURT_LITE|NO_FEAR|EAT_MANA|EAT_LOSE_STR","1_IN_11|DRAIN_MANA",,"エネルギーを放出してパチパチと輝いている、体を持たない目玉だ。","A disembodied eye, crackling with energy.
","J0#",,,,,
81,"黄色い光","Yellow light","*","y","ELEMENTAL","ELEMENTAL","0x01","NONE","NONE","NONE",0,0,4,1,0,5,0,0,0,0,"NONE","NONE",-1,120,8,12,30,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"EXPLODE:BLIND",,,"RES_LITE|EMPTY_MIND|CAN_FLY|NONLIVING|SELF_LITE_1|SELF_LITE_2",,,"それは素早く動く、輝く光体だ。","A fast-moving bright light.
","JZ#
JZ#(コメント)訳は 紫月閑丸さん",,,,,
82,"洞窟トカゲ","Cave lizard","R","u","REPTILIA","REPTILIA","0x01","NONE","NONE","NONE",0,0,4,1,0,9,30,134,0,0,"NONE","NONE",-1,110,8,16,80,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"BITE:HURT:1d10",,,"CAN_SWIM|DROP_CORPSE",,,"固い皮を持ったトカゲで噛む力が強い。","It is an armoured lizard with a powerful bite.
","J0#",,,,,
83,"見習レンジャー","Novice ranger","p","g","HUMAN","HUMAN","0x01","RANGER","NONE","NONE",0,0,4,1,0,18,500,1039,0,0,"NONE","NONE",-1,110,20,0,5,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"SHOOT:HURT:2d7
HIT:HURT:1d7
HIT:HURT:1d7",,,"HAS_LITE_1|FORCE_SLEEP|DROP_SKELETON|DROP_CORPSE|DROP_60|EAT_LOSE_STR|EAT_LOSE_WIS|EAT_GIVE_CON|OPEN_DOOR|BASH_DOOR|WILD_WOOD","1_IN_9|SHOOT|MISSILE",,"機敏な野伏で、常に戦闘を意識している。","An agile hunter, ready and relaxed.
","J0#",,,,,
84,"ブルー・ゼリー","Blue jelly","j","b","JELLY","JELLY","0x01","NONE","NONE","NONE",0,0,4,1,0,14,30,101,0,0,"NONE","NONE",-1,110,2,1,99,10,10,10,10,10,10,100,30,100,3,100,30,100,3,"TOUCH:COLD:2d5",,,"NEVER_MOVE|COLD_BLOOD|STUPID|EMPTY_MIND|CAN_SWIM|IM_COLD|HURT_LITE|NO_CONF|NO_SLEEP|NO_FEAR|VARIABLE_SIZE_EGO",,,"それは脈打つ青い肉のような物質の塊だ。","It's a large pile of pulsing blue flesh.
","J0#",,,,,
85,"銅のクリーピングコイン","Creeping copper coins",,"u","MIMIC","MIMIC","0x01","NONE","NONE","NONE",0,0,4,2,0,9,40,117,0,0,"NONE","NONE",-1,100,3,24,10,10,10,10,10,10,10,165,10,55,3,0,0,0,3,"HIT:HURT:1d7
TOUCH:POISON:2d5",,,"ONLY_GOLD|DROP_1D2|COLD_BLOOD|BASH_DOOR|IM_POIS|NO_CONF|NO_SLEEP",,,"それはコインの塊だ。","It is a pile of coins.
","J0#",,,,,
86,"巨大白ネズミ","Giant white rat","r","W","RODENT","RODENT","0x01","NONE","NONE","NONE",0,0,4,1,0,2,20,156,0,0,"NONE","NONE",-1,110,8,7,30,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"BITE:POISON:1d6",,,"RAND_25|MULTIPLY",,,"それはひじょうに凶暴な齧歯類の生物だ。","It is a very vicious rodent.
","J0#",,,,,
87,"小汚いスナガ","Snotling","o","G","ORC","ORC","0x01","NONE","NONE","NONE",0,0,4,1,0,15,30,118,0,0,"NONE","NONE",-1,110,20,0,30,8,8,8,8,8,8,140,4,30,1,140,4,30,1,"HIT:HURT:1d9",,,"FRIENDS|DROP_60|RAND_50|DROP_SKELETON|DROP_CORPSE|OPEN_DOOR|BASH_DOOR|WILD_WOOD|EAT_POISONOUS|RES_DARK|HURT_LITE|EAT_GIVE_DEX|EAT_LOSE_STR|EAT_LOSE_CHR",,,"それはオークの最下級の中でもさらに悲惨な一族だ。彼等はいつも荒々しく叫びながら走り回っている！","！","JZ#
JZ#(コメント)訳は 紫月閑丸さん",,,,,
88,"メカジキ","Swordfish","l","W","AQUARIC_MONSTER","AQUARIC_MONSTER","0x01","NONE","NONE","NONE",0,0,4,2,0,18,0,0,0,0,"NONE","NONE",-1,120,14,10,20,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"STING:HURT:7d1
STING:HURT:7d1",,,"AQUATIC|WILD_ALL|RES_WATE",,,"それは剣のような""鉤鼻""を持った魚だ。","An animal with a swordlike ""beak"".
""""","JZ#
JZ#(コメント)訳は 紫月閑丸さん",,,,,
89,"青イモムシの大群","Blue worm mass","w","b","WORM","WORM","0x01","NONE","NONE","NONE",0,0,4,1,0,5,20,105,0,0,"NONE","NONE",-1,100,7,12,10,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"CRAWL:COLD:1d7",,,"RAND_50|RAND_25|STUPID|WEIRD_MIND|COLD_BLOOD|MULTIPLY|IM_COLD|CAN_SWIM|HURT_LITE|NO_FEAR",,,"それはベトベトしたイモムシの大群だ。","It is a large slimy mass of worms.
","J0#",,,,,
90,"大灰色ヘビ","Large grey snake","J","s","SNAKE","SNAKE","0x01","NONE","NONE","NONE",0,0,4,1,0,14,25,106,0,0,"NONE","NONE",-1,100,6,41,50,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"BITE:HURT:1d8
CRUSH:HURT:1d10",,,"RAND_25|CAN_SWIM|DROP_SKELETON|DROP_CORPSE|BASH_DOOR|WILD_ALL",,,"それは長さが 3 メートル近くもある。","It is about ten feet long.
 3 ","J0#",,,,,
91,"トゥック家の『ペレグリン』","Peregrin Took","h","w","HOBBIT","HOBBIT","0x02","NONE","NONE","NONE",0,0,14,4,0,0,0,0,0,0,"NONE","NONE",0,110,40,10,3,13,13,13,13,13,13,99,0,23,0,99,0,23,0,"HIT:HURT:4d5
HIT:HURT:4d5
HIT:HURT:4d5",,,"UNIQUE|CAN_SPEAK|DROP_CORPSE|FRIENDLY|FORCE_MAXHP|ONLY_ITEM|DROP_90|DROP_GOOD|DROP_GREAT|OPEN_DOOR|BASH_DOOR|HAS_LITE_1|NO_CONF|NO_SLEEP",,,,,"D'ang#",,,,,
92,"イウォーク","Ewok","h","G","HUMAN","HUMAN","0x01","NONE","NONE","NONE",0,0,5,10,0,20,0,0,0,0,"NONE","NONE",-1,110,10,10,10,10,10,10,10,10,10,102,10,20,2,102,10,20,2,"SHOOT:HURT:2d5
HIT:HURT:2d4
HIT:HURT:2d4",,,"DROP_60|OPEN_DOOR|BASH_DOOR|FRIENDS|DROP_CORPSE|WILD_WOOD|HAS_LITE_1","1_IN_8|SHOOT",,"それは小さな毛むくじゃらのかわいい熊で、商業的価値が高い。","A cute, furry little animal, full of merchandising potential. 
","JZ#
JZ#(コメント)訳は 紫月閑丸さん",,,,,
93,"レッド・イーク","Red Yeek","y","R","YEEK","YEEK","0x01","NONE","NONE","NONE",0,0,11,1,0,24,120,224,0,0,"NONE","NONE",-1,110,18,18,10,15,8,9,12,13,11,165,8,45,1,150,8,34,1,"HIT:HURT:2d5",,,"DROP_90|DROP_CORPSE|HAS_LITE_1|OPEN_DOOR|BASH_DOOR|IM_ACID",,,"それは奇妙な人間型のモンスターだ。かなり血の気が多く、常に全力で殴りかかってくる。",,"J0#",,,,,
94,"グリーン・ナーガ","Green naga","n","g","NAGA","NAGA","0x01","NONE","NONE","NONE",0,0,5,1,0,30,40,130,0,0,"NONE","NONE",-1,110,18,40,120,10,10,10,10,10,10,165,10,55,3,165,10,55,3,"CRUSH:HURT:2d6
SPIT:ACID:2d8",,,"RAND_25|TAKE_ITEM|DROP_60|DROP_CORPSE|BASH_DOOR|CAN_SWIM|WILD_SHORE|IM_ACID|EAT_ACIDIC",,,"女性の上半身を持った大きなヘビだ。その緑の肌は酸に満ちている。","A large green serpent with a female's torso.  Her green skin glistens with 
acid.
","J0#",,,,,
